"sf__Id","sf__Error",Id,Well_Type__c,Status__c,Production_Status__c,Total_Oil_Volume_12M__c,Total_Depth__c,True_Vertical_Depth__c,Formation__c,Spud_Date__c,Completion_Date__c,Last_Production_Date__c,Regulatory_District__c,API_Number__c
"a0Qak00000ktCi0EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCi0EAE","Gas","Producing","Flowing","919.57","5967.6","4455.9","Spraberry","2025-08-22","2026-03-26","2026-06-03","PRD-07","45-561-33578-321"
"a0Qak00000ktCdzEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdzEAE","Injection","Producing","Artificial Lift","18902.36","13138.18","10074.21","Wolfcamp","2025-06-07","2026-02-22","2026-06-07","PRD-06","43-469-57226-324"
"a0Qak00000ktCdwEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdwEAE","Water Disposal","Producing","Flowing","37820.88","11795.86","9577.67","Utica","2023-10-23","2024-10-19","2026-06-10","PRD-03","46-463-52610-325"
"a0Qak00000ktCWuEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCWuEAM","Oil","Suspended","Artificial Lift","1636.91","15363.97","11712.16","Permian Basin","2021-08-22","2022-08-14","2026-06-05","PRD-06","63-746-90256-326"
"a0Qak00000ktCewEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCewEAE","Injection","Producing","Artificial Lift","19637.37","6619.99","4500.77","Niobrara","2024-02-04","2024-08-01","2026-06-08","PRD-05","87-760-61833-327"
"a0Qak00000ktCdKEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdKEAU","Oil","Producing","Artificial Lift","20480.23","14315.9","10542.89","Marcellus","2025-03-29","2025-09-20","2026-06-16","PRD-03","26-639-32361-330"
"a0Qak00000ktCceEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCceEAE","Gas","Producing","Flowing","74492.71","13642.41","10416.22","Tuscaloosa","2024-06-08","2024-11-24","2026-06-13","PRD-08","27-814-80685-331"
"a0Qak00000ktCcaEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcaEAE","Oil","Producing","Flowing","63679.25","13772.94","10360.59","Wolfcamp","2023-10-17","2024-08-15","2026-06-21","PRD-06","71-652-39770-332"
"a0Qak00000ktCf4EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCf4EAE","Water Disposal","Producing","Flowing","31887.46","8035.73","4821.7","Tuscaloosa","2025-06-20","2026-01-12","2026-06-21","PRD-08","78-108-74478-333"
"a0Qak00000ktCe1EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCe1EAE","Water Disposal","Producing","Artificial Lift","66867.71","10970.04","9641.22","Fayetteville","2025-01-08","2025-05-14","2026-06-17","PRD-07","60-355-31400-334"
"a0Qak00000ktCaBEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCaBEAU","Oil","Suspended","Artificial Lift","1648.54","15503.88","12105.64","Spraberry","2017-02-27","2017-08-15","2026-06-21","PRD-05","62-292-18973-335"
"a0Qak00000ktCgbEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgbEAE","Oil","Producing","Flowing","56398.03","11177.29","7770.98","Utica","2024-09-09","2025-01-13","2026-06-20","PRD-01","29-150-80119-336"
"a0Qak00000ktCfyEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfyEAE","Injection","Producing","Flowing","32497.68","12151.96","10383.7","Marcellus","2025-11-13","2026-02-28","2026-06-30","PRD-08","37-450-65082-337"
"a0Qak00000ktCXzEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXzEAM","Oil","Producing","Flowing","12350.14","17939.02","11529.17","Spraberry","2021-01-31","2021-09-15","2026-06-06","PRD-08","41-855-14392-339"
"a0Qak00000ktCXSEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXSEA2","Oil","Producing","Shut-In","1862.42","15992.09","10761.98","Woodford","2016-05-03","2016-11-08","2026-06-01","PRD-06","30-744-15529-340"
"a0Qak00000ktCaeEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCaeEAE","Oil","Suspended","Shut-In","2271.05","13774.76","9705.48","Niobrara","2023-07-12","2023-11-30","2026-06-27","PRD-04","91-544-52534-341"
"a0Qak00000ktCZ4EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZ4EAM","Oil","Producing","Flowing","8978.1","12749.7","8734.58","Bakken","2017-03-26","2017-12-24","2026-06-08","PRD-03","57-889-21728-342"
"a0Qak00000ktCbeEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbeEAE","Oil","Producing","Flowing","59586.4","8384.22","7875.95","Spraberry","2024-06-30","2024-08-29","2026-06-29","PRD-06","92-257-80300-343"
"a0Qak00000ktCa6EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCa6EAE","Oil","Producing","Artificial Lift","14734.3","17462.74","15102.55","Spraberry","2019-03-25","2019-07-31","2026-06-30","PRD-07","55-841-27659-344"
"a0Qak00000ktCatEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCatEAE","Oil","Producing","Artificial Lift","10746.08","14708.3","11618.92","Barnett","2021-06-29","2022-05-15","2026-06-25","PRD-06","51-849-71393-345"
"a0Qak00000ktCYTEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCYTEA2","Oil","Suspended","Shut-In","11138.04","18595.19","15190.54","Niobrara","2017-02-15","2017-07-17","2026-06-20","PRD-02","94-651-60789-347"
"a0Qak00000ktCYjEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYjEAM","Oil","Producing","Shut-In","11603.14","9849.58","6885.79","Woodford","2016-10-11","2017-04-23","2026-06-27","PRD-02","76-774-18739-348"
"a0Qak00000ktCefEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCefEAE","Injection","Producing","Shut-In","26611.52","5312.74","3386.71","Marcellus","2026-01-04","2026-02-19","2026-06-12","PRD-07","94-601-78920-349"
"a0Qak00000ktCglEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCglEAE","Injection","Producing","Flowing","61659.94","5130.86","4732.51","Wolfcamp","2024-11-04","2025-01-13","2026-06-16","PRD-01","56-671-64519-350"
"a0Qak00000ktCagEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCagEAE","Oil","Suspended","Artificial Lift","9681.99","17913.86","12776.31","Marcellus","2017-05-03","2018-03-08","2026-06-24","PRD-07","80-862-43303-354"
"a0Qak00000ktCfTEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfTEAU","Gas","Producing","Flowing","77388.59","5001.96","3061.86","Haynesville","2024-08-21","2024-09-28","2026-06-14","PRD-03","48-106-49365-355"
"a0Qak00000ktCY2EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCY2EAM","Oil","Producing","Artificial Lift","11687.08","19320.17","17152.8","Monterey","2017-06-29","2018-04-16","2026-06-13","PRD-03","22-138-70341-356"
"a0Qak00000ktCdUEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdUEAU","Injection","Producing","Flowing","38860.39","10821.56","7375.41","Spraberry","2025-05-12","2025-07-28","2026-06-12","PRD-07","82-322-20118-357"
"a0Qak00000ktCW7EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCW7EAM","Oil","Suspended","Artificial Lift","12472.73","16275.14","13047.48","Monterey","2022-07-07","2023-06-06","2026-06-10","PRD-05","14-848-85534-358"
"a0Qak00000ktCa5EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCa5EAE","Oil","Shut-In","Abandoned","8101.59","10907.78","7561.16","Woodford","2019-12-26","2020-11-14","2026-04-16","PRD-02","95-523-65514-363"
"a0Qak00000ktCbBEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbBEAU","Oil","Producing","Artificial Lift","5495.61","15864.92","13792.78","Permian Basin","2019-08-19","2020-07-29","2026-06-04","PRD-08","89-249-67732-364"
"a0Qak00000ktCcEEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcEEAU","Injection","Producing","Artificial Lift","27979.54","8738.21","7560.36","Tuscaloosa","2025-12-08","2026-03-05","2026-06-07","PRD-01","41-735-29356-365"
"a0Qak00000ktCbpEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbpEAE","Gas","Producing","Artificial Lift","22233.07","9500.62","5776.01","Marcellus","2024-07-12","2024-11-27","2026-06-24","PRD-05","80-594-91663-366"
"a0Qak00000ktCdtEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdtEAE","Oil","Producing","Artificial Lift","39479.43","14060.4","11028.69","Haynesville","2025-10-09","2025-12-08","2026-06-21","PRD-04","99-732-45557-367"
"a0Qak00000ktCerEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCerEAE","Oil","Producing","Flowing","78479.78","5996.04","4259.64","Tuscaloosa","2023-11-30","2024-09-27","2026-06-28","PRD-03","35-612-70029-369"
"a0Qak00000ktCZBEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZBEA2","Oil","Producing","Flowing","4921.45","13879.19","11943.55","Bakken","2020-01-13","2020-08-10","2026-06-19","PRD-05","40-613-46159-370"
"a0Qak00000ktCXTEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCXTEA2","Oil","Suspended","Shut-In","13240.82","18684.83","16539.82","Bakken","2017-10-19","2018-04-10","2026-06-23","PRD-03","53-502-96105-371"
"a0Qak00000ktCbKEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbKEAU","Oil","Producing","Shut-In","8050.41","16135.94","14610.21","Wolfcamp","2021-04-13","2021-12-12","2026-06-23","PRD-03","64-419-89346-372"
"a0Qak00000ktCcGEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcGEAU","Gas","Producing","Flowing","28439.22","6385.77","5041.4","Spraberry","2025-07-28","2025-11-05","2026-06-21","PRD-03","65-888-29025-373"
"a0Qak00000ktCgWEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgWEAU","Water Disposal","Producing","Flowing","76659.1","6183.87","4397.72","Monterey","2025-11-18","2026-01-02","2026-06-06","PRD-06","62-521-49760-374"
"a0Qak00000ktCXlEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCXlEAM","Oil","Suspended","Flowing","9734.29","16860.08","11012.75","Marcellus","2023-01-13","2023-04-20","2026-06-25","PRD-01","88-731-44978-375"
"a0Qak00000ktCggEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCggEAE","Water Disposal","Producing","Artificial Lift","53763.45","7309.12","4452.2","Eagle Ford","2024-10-22","2025-01-28","2026-06-14","PRD-08","93-482-34114-376"
"a0Qak00000ktCYmEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCYmEAM","Oil","Shut-In","Artificial Lift","3302.27","8386.75","7276.25","Bakken","2020-10-23","2021-06-21","2026-02-07","PRD-04","36-167-33209-377"
"a0Qak00000ktCXXEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXXEA2","Oil","Producing","Flowing","8793.05","14433.91","11900.58","Bone Spring","2023-04-04","2024-01-25","2026-06-27","PRD-08","68-946-15559-379"
"a0Qak00000ktCXiEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCXiEAM","Oil","Suspended","Artificial Lift","8299.1","19805.97","12155.68","Woodford","2017-09-29","2018-09-16","2026-05-31","PRD-01","34-398-67613-380"
"a0Qak00000ktCg4EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCg4EAE","Water Disposal","Producing","Flowing","68795.37","9613.47","7189.55","Utica","2025-06-16","2026-04-06","2026-06-02","PRD-03","69-949-94685-381"
"a0Qak00000ktCgXEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgXEAU","Water Disposal","Producing","Flowing","26685.14","10854.48","9910.3","Fayetteville","2025-05-27","2026-01-13","2026-06-17","PRD-06","67-125-33445-382"
"a0Qak00000ktCZ2EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCZ2EAM","Oil","Shut-In","Shut-In","3428.01","13456.2","9251.53","Bone Spring","2016-11-30","2017-03-23","2026-03-29","PRD-02","24-823-68903-383"
"a0Qak00000ktCfOEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfOEAU","Injection","Producing","Flowing","60973.14","12268.74","11548.77","Utica","2025-05-10","2025-12-19","2026-06-13","PRD-07","15-886-32398-384"
"a0Qak00000ktCbgEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbgEAE","Gas","Producing","Artificial Lift","24755.83","13688.19","9069.84","Bone Spring","2025-08-08","2026-04-09","2026-06-21","PRD-05","67-395-92110-385"
"a0Qak00000ktCY5EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCY5EAM","Oil","Shut-In","Shut-In","6447.19","8952.86","7252.14","Marcellus","2017-11-21","2018-05-12","2025-07-18","PRD-04","16-289-29432-387"
"a0Qak00000ktCcUEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcUEAU","Gas","Producing","Flowing","24449.34","5324.32","4271.87","Utica","2025-01-12","2025-07-30","2026-06-01","PRD-02","16-211-64651-388"
"a0Qak00000ktCbxEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbxEAE","Injection","Producing","Flowing","57960.1","11998.47","9602.36","Fayetteville","2025-03-13","2025-12-01","2026-06-07","PRD-06","14-195-49229-389"
"a0Qak00000ktCbPEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbPEAU","Oil","Producing","Artificial Lift","1481.17","13127.89","10406.02","Haynesville","2018-12-13","2019-03-21","2026-06-27","PRD-05","52-639-64232-390"
"a0Qak00000ktCZHEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCZHEA2","Oil","Shut-In","Shut-In","9374.78","9311.63","7965.21","Wolfcamp","2018-05-13","2018-07-26","2025-09-26","PRD-05","64-723-51482-391"
"a0Qak00000ktCd1EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCd1EAE","Injection","Producing","Flowing","55510.87","14271.05","11630.93","Barnett","2023-12-28","2024-12-15","2026-06-15","PRD-08","33-724-40503-392"
"a0Qak00000ktCXMEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCXMEA2","Oil","Shut-In","Shut-In","663.81","10414.25","7275.08","Spraberry","2023-03-24","2023-09-27","2025-12-29","PRD-06","10-216-99893-394"
"a0Qak00000ktCW5EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCW5EAM","Oil","Producing","Artificial Lift","8749.36","19521.35","17397.72","Marcellus","2020-03-27","2020-10-16","2026-06-01","PRD-08","70-916-14660-395"
"a0Qak00000ktCZIEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCZIEA2","Oil","Shut-In","Shut-In","9594.41","18704.7","14738.16","Niobrara","2018-08-26","2019-04-24","2026-05-03","PRD-05","82-842-98892-396"
"a0Qak00000ktCXLEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXLEA2","Oil","Producing","Shut-In","3519.81","16225.92","14276.17","Monterey","2020-05-11","2020-07-13","2026-06-26","PRD-05","13-447-59183-397"
"a0Qak00000ktCeLEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeLEAU","Water Disposal","Producing","Artificial Lift","52113.81","8895.66","7190.51","Tuscaloosa","2025-01-10","2025-07-20","2026-06-08","PRD-01","44-523-21376-398"
"a0Qak00000ktCXqEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCXqEAM","Oil","Suspended","Artificial Lift","12527.13","11631.54","9116.63","Permian Basin","2022-08-20","2023-03-29","2026-06-05","PRD-01","35-194-68166-399"
"a0Qak00000ktCdPEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdPEAU","Gas","Producing","Artificial Lift","73822.13","6540.78","4703.09","Barnett","2024-06-06","2024-12-11","2026-06-06","PRD-06","28-887-22878-400"
"a0Qak00000ktCc4EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCc4EAE","Oil","Producing","Flowing","40193.23","13648.1","8742.19","Haynesville","2025-05-17","2026-04-16","2026-06-03","PRD-02","52-578-16047-401"
"a0Qak00000ktCb0EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCb0EAE","Oil","Shut-In","Shut-In","5030.97","14930.72","10589.61","Monterey","2021-08-12","2022-02-22","2026-02-18","PRD-04","46-383-79766-402"
"a0Qak00000ktCZFEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZFEA2","Oil","Producing","Artificial Lift","2205.94","9791.85","6812.9","Bakken","2016-08-24","2017-07-06","2026-06-14","PRD-02","36-655-55916-403"
"a0Qak00000ktCaVEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCaVEAU","Oil","Shut-In","Artificial Lift","14177.53","17648.03","14134.82","Permian Basin","2023-03-08","2023-09-13","2025-07-22","PRD-06","79-554-16648-404"
"a0Qak00000ktCfvEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfvEAE","Injection","Producing","Flowing","58907.24","6059.27","3749.66","Woodford","2024-12-25","2025-04-25","2026-06-08","PRD-08","88-464-50952-405"
"a0Qak00000ktCYoEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCYoEAM","Oil","Suspended","Shut-In","10227.62","14401.82","13549.07","Spraberry","2018-05-26","2019-04-11","2026-06-26","PRD-02","99-579-22748-406"
"a0Qak00000ktCWjEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCWjEAM","Oil","Shut-In","Shut-In","10798.13","13584.76","9252.48","Marcellus","2021-12-10","2022-11-20","2026-01-19","PRD-06","60-287-97186-407"
"a0Qak00000ktCddEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCddEAE","Gas","Producing","Artificial Lift","36109.47","9875.07","6150.96","Eagle Ford","2024-09-04","2025-06-06","2026-06-16","PRD-03","46-886-55693-408"
"a0Qak00000ktCbWEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCbWEAU","Oil","Shut-In","Abandoned","6065.34","12088.57","10696.82","Utica","2018-12-22","2019-08-31","2025-08-14","PRD-06","79-810-40953-410"
